-0.5,0,-0.5,3.14,-1.57,0
-0.59999999999999998,0.10000000000000001,-0.5,3.14,-1.57,0.0
-0.74009212090674181,0.25,-0.5,3.14,-1.57,0.0
-0.69009212090674177,0.25384388539549968,-0.5,3.14,-1.57,0.0
-0.69009212090674177,0.25384388539549968,-0.5,3.14,-1.57,0.0
-0.59009212090674179,0.35384388539549971,-0.5,3.14,-1.57,0.0
-0.59009212090674179,0.50384388539549962,-0.5,3.14,-1.57,0.0
-0.5900921209067418,0.5038438853954996,-0.5,3.14,-1.57,0.0
-0.44009212090674177,0.49047298602269024,-0.5,3.14,-1.57,0.0
-0.29009212090674175,0.42449347677077587,-0.5,3.14,-1.57,0.0
-0.29009212090674175,0.27449347677077585,-0.5,3.14,-1.57,0.0
