x,x_ave,y,y_ave,z,z_ave
-2.6708716281883054,-2.7074881252724783,4.526658960080682,4.485750031517226,14.000754823438745,13.987323293515574
-2.6708716281883054,-2.707556017231032,4.526658960080682,4.485698462482834,14.000754823438745,13.987296050773011
-2.6708716281883054,-2.707638191685232,4.526658960080682,4.485636199660012,14.000754823438745,13.987263102308868
-2.6708716281883054,-2.707735918660037,4.526658960080682,4.485562353690643,14.000754823438745,13.987223950741505
-2.6708716281883054,-2.707850481727765,4.526658960080682,4.485476040057735,14.000754823438745,13.987178095646666
-2.6708716281883054,-2.7079831716922658,4.526658960080682,4.48537638523237,14.000754823438745,13.987125036283823
-2.6708716281883054,-2.7081352801526366,4.526658960080682,4.48526253290359,14.000754823438745,13.987064274364403
-2.6708716281883054,-2.708308093002621,4.526658960080682,4.485133650237716,14.000754823438745,13.986995316837254
-2.6708716281883054,-2.7085028839226544,4.526658960080682,4.484988934112986,14.000754823438745,13.986917678666316
-2.6708716281883054,-2.708716365528045,4.526658960080682,4.48483111130605,14.000754823438745,13.986832715522747
-2.6761608425181644,-2.708948832579466,4.521133515441427,4.484660164986838,14.003152922910306,13.986740341531041
-2.6761608425181644,-2.709200488095275,4.521133515441427,4.484476167104314,14.003152922910306,13.986640510339694
-2.6761608425181644,-2.7094714407300766,4.521133515441427,4.48427928038286,14.003152922910306,13.98653321610554
-2.6761608425181644,-2.7097617029714507,4.521133515441427,4.4840697595478565,14.003152922910306,13.986418494120251
-2.6761608425181644,-2.710071190175634,4.521133515441427,4.483847951761932,14.003152922910306,13.986296421070355
-2.6824131694212263,-2.7103997204536787,4.5154713490660825,4.4836142962619485,14.00388371309893,13.986167114926298
-2.6824131694212263,-2.710747015410095,4.5154713490660825,4.483369323195611,14.00388371309893,13.986030734460142
-2.6824131694212263,-2.7111130056488633,4.5154713490660825,4.483113414934945,14.00388371309893,13.985887355459871
-2.6824131694212263,-2.711497590474269,4.5154713490660825,4.482846993154473,14.00388371309893,13.985737067824719
-2.6890794139586762,-2.7119006435251283,4.50947494122223,4.482570513862457,14.00260446220645,13.985579973096145
-2.6890794139586762,-2.712322018680183,4.50947494122223,4.482284462169321,14.00260446220645,13.985416181868471
-2.6890794139586762,-2.7127615561542173,4.50947494122223,4.481989346864996,14.00260446220645,13.985245811113638
-2.6890794139586762,-2.7132190887019383,4.50947494122223,4.481685694879311,14.00260446220645,13.985068981455727
-2.6890794139586762,-2.713694447845188,4.50947494122223,4.481374045700863,14.00260446220645,13.984885814431498
-2.6964483200007554,-2.7141874700388127,4.503445285940532,4.48105494583013,13.998604650185772,13.984696429773285
-2.6964483200007554,-2.7146979823559305,4.503445285940532,4.480728959380608,13.998604650185772,13.984500951010078
-2.6964483200007554,-2.7152258042770745,4.503445285940532,4.480396665928975,13.998604650185772,13.984299504519724
-2.6964483200007554,-2.7157707491201344,4.503445285940532,4.480058658631337,13.998604650185772,13.98409221872513
-2.6964483200007554,-2.716332625086933,4.503445285940532,4.479715542627815,13.998604650185772,13.98387922344538
-2.7039969214957793,-2.7169112359092558,4.496889136237136,4.479367933751693,13.992234275092182,13.983660649409552
-2.7039969214957793,-2.7175063810845583,4.496889136237136,4.479016457552901,13.992234275092182,13.983436627937987
-2.7039969214957793,-2.7181178556989893,4.496889136237136,4.478661748639158,13.992234275092182,13.983207290792603
-2.7039969214957793,-2.718745449842923,4.496889136237136,4.478304450331493,13.992234275092182,13.982972770194689
-2.7039969214957793,-2.7193889489922785,4.496889136237136,4.477945213537827,13.992234275092182,13.982733198450413
-2.709172150987663,-2.7200481342766114,4.489241476898302,4.477584695709836,13.985631531328941,13.982488707625167
-2.709172150987663,-2.720722782657045,4.489241476898302,4.477223559866102,13.985631531328941,13.982239429257918
-2.709172150987663,-2.721412667039117,4.489241476898302,4.47686247366285,13.985631531328941,13.981985494105913
-2.709172150987663,-2.722117556347024,4.489241476898302,4.476502108492295,13.985631531328941,13.981727031909413
-2.7106255274950732,-2.722837215586596,4.481243525454602,4.47614313858797,13.980438938882244,13.981464171165806
-2.7106255274950732,-2.723571405924515,4.481243525454602,4.475786240116204,13.980438938882244,13.98119703890234
-2.7106255274950732,-2.7243198848108667,4.481243525454602,4.475432090233303,13.980438938882244,13.980925760436898
-2.7106255274950732,-2.725082406080024,4.481243525454602,4.475081366162542,13.980438938882244,13.980650459153882
-2.7106255274950732,-2.725858720037151,4.481243525454602,4.474734744286447,13.980438938882244,13.980371256292702
-2.711054630731903,-2.7266485735361545,4.473059378348554,4.474392899251049,13.976803929700159,13.980088270746894
-2.711054630731903,-2.727451710053228,4.473059378348554,4.474056503080106,13.976803929700159,13.979801618872532
-2.711054630731903,-2.728267869758433,4.473059378348554,4.473726224298719,13.976803929700159,13.979511414305325
-2.711054630731903,-2.7290967895859097,4.473059378348554,4.4734027270672225,13.976803929700159,13.979217767786476
-2.711054630731903,-2.7299382033014883,4.473059378348554,4.473086670327727,13.976803929700159,13.978920786998154
-2.7146944083309488,-2.7307918415646895,4.4640657928233,4.472778706967135,13.973921946444571,13.978620576410082
-2.7146944083309488,-2.7316574319864637,4.4640657928233,4.472479482996834,13.973921946444571,13.978317237136924
-2.7146944083309488,-2.732534699183584,4.4640657928233,4.472189636749609,13.973921946444571,13.978010866806398
-2.7146944083309488,-2.7334233648302284,4.4640657928233,4.471909798094617,13.973921946444571,13.97770155943802
-2.7146944083309488,-2.7343231477070375,4.4640657928233,4.47164058767143,13.973921946444571,13.97738940533255
-2.721120279404098,-2.735233763747814,4.454063336054125,4.471382616144213,13.972164843368388,13.977074490972278
-2.721120279404098,-2.736154926083984,4.454063336054125,4.471136483477135,13.972164843368388,13.976756898932132
-2.721120279404098,-2.73708634508709,4.454063336054125,4.4709027782319115,13.972164843368388,13.97643670780164
-2.721120279404098,-2.738027728409787,4.454063336054125,4.470682076888216,13.972164843368388,13.97611399211761
-2.726314748862913,-2.7389787810257573,4.445322917793252,4.470474943187666,13.971827634198076,13.97578882230739
-2.726314748862913,-2.739939205268942,4.445322917793252,4.4702819275020715,13.971827634198076,13.975461264642538
-2.726314748862913,-2.740908700872441,4.445322917793252,4.4701035662266495,13.971827634198076,13.975131381202777
-2.726314748862913,-2.7418869650074837,4.445322917793252,4.469940381198784,13.971827634198076,13.974799229850019
