x,x_ave,y,y_ave,z,z_ave
-2.8827618084938518,-1.7475135453108182,5.143583358847971,5.175883837778433,15.02366432353146,14.936849147354321
-2.8827618084938518,-1.747474096792705,5.143583358847971,5.175882822813538,15.02366432353146,14.936846625465312
-2.8827618084938518,-1.74742631668483,5.143583358847971,5.175881593488649,15.02366432353146,14.936843570942994
-2.8827618084938518,-1.7473694510666293,5.143583358847971,5.1758801304073385,15.02366432353146,14.936839935587164
-2.8827618084938518,-1.7473027349138381,5.143583358847971,5.175878413887716,15.02366432353146,14.936835670487143
-2.8827618084938518,-1.7472253954719499,5.143583358847971,5.175876424049243,15.02366432353146,14.936830726237366
-2.8827618084938518,-1.7471366556993857,5.143583358847971,5.175874140901347,15.02366432353146,14.936825053157438
-2.8827618084938518,-1.7470357377497954,5.143583358847971,5.1758715444330345,15.02366432353146,14.936818601514693
-2.8827618084938518,-1.7469218664624877,5.143583358847971,5.175868614702721,15.02366432353146,14.936811321747275
-2.8827618084938518,-1.7467969029485488,5.143583358847971,5.175865399598002,15.02366432353146,14.936803332823787
-2.873732338054639,-1.7466606315610351,5.139731190238237,5.175861893573595,15.039093074786303,14.936794620949424
-2.873732338054639,-1.7465128857581973,5.139731190238237,5.175858092347939,15.039093074786303,14.93678517546772
-2.873732338054639,-1.7463535495959779,5.139731190238237,5.175853992941604,15.039093074786303,14.936774988955976
-2.873732338054639,-1.7461825587735662,5.139731190238237,5.1758495937041955,15.039093074786303,14.936764057292065
-2.8639279335005425,-1.745999901220379,5.137373448765066,5.175844894329456,15.051872169760996,14.936752379691963
-2.8639279335005425,-1.7458056172179284,5.137373448765066,5.175839895858408,15.051872169760996,14.936739958717544
-2.8639279335005425,-1.7455997990552166,5.137373448765066,5.175834600670478,15.051872169760996,14.936726800254531
-2.8540695122369697,-1.745382414865747,5.136904584190139,5.17582900795094,15.063304217641688,14.93671290225092
-2.8540695122369697,-1.7451534472459238,5.136904584190139,5.175823117257493,15.063304217641688,14.936698263578423
